id,start_date,end_date,lat,lon,rooms,bedrooms,bathrooms,surface_total,price,anio,mes,zona_lat,zona_lon,zona,mes_cont
/s5Xu4qyIe5tg7eutZC68w==,2020-09-09,9999-12-31,-34.9063187,-56.1905911,3.0,2.0,1.0,55.0,240000.0,2020,9,1,0,1_0,9
ucL+SPBRrq3MxzkiAxpH7Q==,2020-10-17,2021-02-16,-34.878769,-56.1468774,3.0,2.0,1.0,66.0,110000.0,2020,10,2,2,2_2,10
KuP4cuRO3el1DD5W03JMAg==,2020-10-17,9999-12-31,-34.8957469,-56.1893697,3.0,2.0,1.0,68.0,144000.0,2020,10,1,0,1_0,10
FeJ+cAMUeXfWTaZ9vjcSQA==,2021-03-19,2021-06-05,-34.9220914322,-56.1605357582,3.0,2.0,1.0,68.0,144000.0,2021,3,0,1,0_1,15
RXz1HVdctDs+nGIJciFlaA==,2021-03-19,2021-04-06,-34.9079078,-56.1572026,1.0,2.0,1.0,36.0,80000.0,2021,3,1,1,1_1,15
7c5qALSe5e5FPTknF+m2rA==,2021-03-19,2021-06-05,-34.9085099,-56.1892826,3.0,1.0,1.0,44.0,130000.0,2021,3,1,0,1_0,15
FaMlm8mT/cdUvIzIQAXCSg==,2021-03-19,2021-06-05,-34.9079432,-56.1433476,3.0,1.0,1.0,68.0,138000.0,2021,3,1,2,1_2,15
hEoywhZPwfi2COcBAOJscQ==,2021-03-19,2021-06-05,-34.9085099,-56.1892826,3.0,2.0,1.0,79.0,190000.0,2021,3,1,0,1_0,15
xbnJWNSKWL2QEfNWIHyh0A==,2021-03-19,2021-06-05,-34.9085099,-56.1892826,3.0,2.0,1.0,69.0,147000.0,2021,3,1,0,1_0,15
rV64Pfr1A91F4px3eU8HCA==,2021-03-19,2021-06-05,-34.8967683,-56.1141943,4.0,3.0,3.0,109.0,460000.0,2021,3,1,2,1_2,15
4vXESbjMIpJmF8E+4/om8Q==,2020-06-19,2021-06-08,-34.9271707,-56.158622,3.0,4.0,3.0,268.0,980000.0,2020,6,0,1,0_1,6
aWXV37PO/l4EMvkmcYzODQ==,2020-06-19,2021-06-01,-34.8925687,-56.0967101,3.0,1.0,1.0,58.0,172000.0,2020,6,2,3,2_3,6
SGCpKY73+1LB6tj1gdEtMg==,2020-06-19,2020-10-15,-34.905414,-56.1753478,3.0,2.0,1.0,70.0,168000.0,2020,6,1,1,1_1,6
lZLWVO+vMXvqjkeWaUTFww==,2020-06-19,2021-06-08,-34.9271707,-56.158622,3.0,4.0,3.0,268.0,980000.0,2020,6,0,1,0_1,6
jRMjmsu0b4NEfvnAfXmYTw==,2020-06-19,2021-05-26,-34.9198875,-56.160701,3.0,3.0,2.0,124.0,495000.0,2020,6,0,1,0_1,6
jcYFEZIQQB8VRdwGPxWl/w==,2020-06-19,2020-06-25,-34.9030253,-56.1863586,2.0,1.0,1.0,47.0,110000.0,2020,6,1,0,1_0,6
U8nKTszlMrk0hpST3MxGvA==,2020-06-19,2021-06-08,-34.8947636,-56.1640529,3.0,2.0,1.0,60.0,140000.0,2020,6,1,1,1_1,6
QoXfjaPLdBLvPdPyTe+/Lg==,2020-06-19,2020-09-10,-34.8960828,-56.129841,4.0,3.0,1.0,60.0,110000.0,2020,6,1,2,1_2,6
IPCkmbrLel1fOHZtUeRMbQ==,2020-06-19,2020-11-25,-34.92155,-56.1560802,4.0,3.0,3.0,100.0,275000.0,2020,6,0,1,0_1,6
+I3nvJ3Um1WWVzEFI0Xpcw==,2020-06-19,2021-06-08,-34.9198772,-56.1536226,5.0,4.0,3.0,120.0,450000.0,2020,6,0,1,0_1,6
uYtXj9DRS2l7Vea17umMVQ==,2020-11-11,9999-12-31,-34.9078044,-56.1784714,3.0,2.0,1.0,55.0,155000.0,2020,11,1,1,1_1,11
eSE8+Fn72LGaPE+Xrlsw2w==,2020-11-11,2021-01-14,-34.9058337,-56.1853845,3.0,2.0,1.0,111.0,190000.0,2020,11,1,0,1_0,11
zoW/rbapcREiwWpoo4aM4Q==,2020-11-11,2020-12-10,-34.9100827,-56.2056794,2.0,1.0,1.0,45.0,121884.0,2020,11,1,0,1_0,11
KYY1AekZiFbIrfnWYvALNQ==,2020-11-11,2021-03-16,-34.8872538457,-56.1060994926,3.0,2.0,1.0,70.0,49500.0,2020,11,2,3,2_3,11
J8zBsRoJvbojVkptTqm4SQ==,2020-11-11,2021-01-18,-34.9092458,-56.1421445,3.0,3.0,2.0,250.0,800000.0,2020,11,1,2,1_2,11
76zg6lg8zDngMAfjGwpzkA==,2020-11-11,2021-01-16,-34.9092458,-56.1421445,4.0,3.0,2.0,250.0,800000.0,2020,11,1,2,1_2,11
BKFY945IOq+RpOZeNldHVA==,2020-05-14,9999-12-31,-34.8912376,-56.1361801,3.0,2.0,2.0,58.0,185000.0,2020,5,2,2,2_2,5
npX77N0tdJzmERSuiJxnLQ==,2020-05-14,2020-10-09,-34.8874792,-56.1290074,3.0,2.0,1.0,75.0,160000.0,2020,5,2,2,2_2,5
FRWRCNr4Tf93UBgTQip78Q==,2020-05-14,2020-05-27,-34.9068417,-56.1458064,3.0,2.0,1.0,68.0,140000.0,2020,5,1,2,1_2,5
K/oILC2PezqNhTLn7ti0gQ==,2020-05-14,2020-06-15,-34.9063503,-56.1346755,3.0,3.0,3.0,312.0,595000.0,2020,5,1,2,1_2,5
CoyKQzIyB8VhCYxKqCbLpQ==,2020-05-07,2020-08-26,-34.9079245,-56.1772717,3.0,2.0,1.0,76.0,157000.0,2020,5,1,1,1_1,5
ElZnR1Jhdoxk9er0Jo8A7A==,2020-05-07,2020-06-18,-34.9014936,-56.1604338,3.0,1.0,1.0,40.0,95000.0,2020,5,1,1,1_1,5
w9OGC+veAlDAJXsSvotYsA==,2020-05-07,9999-12-31,-34.8893224,-56.1706917,3.0,2.0,1.0,73.0,153500.0,2020,5,2,1,2_1,5
j8Z09LJrWTYEUoRt17wCsA==,2020-05-23,2021-04-07,-34.9175298,-56.1525665,3.0,1.0,1.0,46.0,150000.0,2020,5,0,1,0_1,5
7clJqz+trIJ28nBg5dyT/g==,2020-05-23,2021-02-23,-34.9073042,-56.1404454,2.0,1.0,1.0,32.0,90000.0,2020,5,1,2,1_2,5
9JNg3u3kenoAiMDlRw5IoA==,2020-07-09,2021-06-08,-34.9256437,-56.1561924,3.0,3.0,4.0,68.0,870000.0,2020,7,0,1,0_1,7
ZFtdwhnJrYcFkC45jeu3Qw==,2020-07-09,2020-08-13,-34.9098554918,-56.1745607385,1.0,2.0,1.0,39.0,87000.0,2020,7,1,1,1_1,7
EPCWnp3P0K00EUyIimDPaQ==,2020-07-09,2021-04-09,-34.90114212,-56.17059708,1.0,2.0,1.0,52.0,98800.0,2020,7,1,1,1_1,7
ZLJnUBXW2WqZlxS1tJGlwg==,2020-07-09,2020-08-13,-34.8895818929,-56.1723291406,1.0,2.0,1.0,52.0,130000.0,2020,7,2,1,2_1,7
9GAJwebJ8QGz7gw14hyOVw==,2020-07-09,2021-04-09,-34.88222504,-56.15546799,2.0,2.0,1.0,60.0,137600.0,2020,7,2,1,2_1,7
SWY9YkvIf9k+ggi4rEqkew==,2020-07-09,2020-10-06,-34.9069038,-56.1927537,2.0,1.0,1.0,46.0,88000.0,2020,7,1,0,1_0,7
M3R+nrkP7Ks8++LWCtLCXw==,2020-07-09,2021-06-08,-34.9021025,-56.1761687,2.0,1.0,1.0,72.0,160000.0,2020,7,1,1,1_1,7
VpHqy8nnyggMKee3Z5j62w==,2020-07-09,2020-10-08,-34.9001973,-56.1712736,2.0,1.0,1.0,39.0,110000.0,2020,7,1,1,1_1,7
XL7SJxh21sAE2fxV6Wg1nw==,2020-07-09,2021-06-08,-34.8746078,-56.20024,3.0,2.0,1.0,70.0,175000.0,2020,7,2,0,2_0,7
TzIdRQp56Osj0vD002E6Vw==,2020-07-09,2020-12-28,-34.9055455,-56.1412994,3.0,2.0,2.0,80.0,267000.0,2020,7,1,2,1_2,7
xrM51EXGwmjMNMHZcghZtA==,2020-07-09,2020-11-16,-34.9113324,-56.1487909,5.0,4.0,2.0,204.0,285000.0,2020,7,1,1,1_1,7
bAHtliyqQ/nwJ1k3KsVinw==,2021-04-21,2021-06-05,-34.9063060895,-56.1402803632,1.0,2.0,1.0,68.0,98000.0,2021,4,1,2,1_2,16
VBaXc/cDo01qUnvJaB1jPQ==,2021-04-21,2021-06-05,-34.8845372493,-56.1407282529,3.0,2.0,1.0,43.0,105000.0,2021,4,2,2,2_2,16
uLMxRdep7BYz2nIELU4qIQ==,2021-04-21,2021-06-05,-34.8885965,-56.1465454,3.0,2.0,1.0,70.0,110000.0,2021,4,2,2,2_2,16
52v4Ve9ZqV7sBMLwwqpfGA==,2021-04-21,2021-05-13,-34.9225913,-56.1617037,3.0,2.0,2.0,108.0,340000.0,2021,4,0,1,0_1,16
ls3Z/LR6h/zuxQQGtLOD/Q==,2021-04-21,2021-06-05,-34.8499042,-56.0242652,3.0,2.0,2.0,87.0,365000.0,2021,4,4,5,4_5,16
3Mf5HaMkr7q8qLbtHsdvKA==,2021-04-21,2021-06-05,-34.8499042,-56.0242652,3.0,2.0,2.0,87.0,365000.0,2021,4,4,5,4_5,16
QbWx9O/0OhWhCq9XqSU0tw==,2021-04-21,2021-06-05,-34.8499042,-56.0242652,3.0,2.0,2.0,87.0,365000.0,2021,4,4,5,4_5,16
y/PPCIWlu92WKsy6VhvFcg==,2021-04-21,2021-06-05,-34.8499042,-56.0242652,3.0,2.0,2.0,87.0,365000.0,2021,4,4,5,4_5,16
H8h9JdtVSDKaT3/iaXGNQA==,2021-04-21,2021-06-05,-34.8499042,-56.0242652,3.0,2.0,2.0,87.0,365000.0,2021,4,4,5,4_5,16
dt97d/bSQiB37staTS3ylA==,2021-04-21,2021-06-05,-34.8499042,-56.0242652,3.0,2.0,2.0,87.0,365000.0,2021,4,4,5,4_5,16
iTJNQla22Uzz9l4rxHSDMg==,2020-06-23,2020-06-23,-34.8978234,-56.1902824,3.0,2.0,1.0,68.0,94890.0,2020,6,1,0,1_0,6
qTeEVE7tMldLGHQgw1vqTw==,2020-06-23,2020-06-25,-34.9136489,-56.1508604,3.0,3.0,2.0,132.0,330000.0,2020,6,1,1,1_1,6
fYdBS+gtnoy9+aYYbD4fbw==,2020-06-23,2020-06-25,-34.9115919,-56.1484003,3.0,2.0,1.0,46.0,200000.0,2020,6,1,1,1_1,6
CGcuERnuaEw6AGA0SaJvtw==,2020-06-23,2020-06-25,-34.8726703,-56.1809134,3.0,2.0,1.0,50.0,75000.0,2020,6,3,1,3_1,6
eqnz6vVvXneoK2ogr2dEUQ==,2020-06-23,2020-06-25,-34.8610747,-56.1860957,3.0,2.0,1.0,68.0,119000.0,2020,6,3,0,3_0,6
LptI+nMnzU1t19okYxPS1A==,2020-06-23,2020-06-25,-34.8886722,-56.0946894,4.0,3.0,1.0,68.0,75000.0,2020,6,2,3,2_3,6
bxBoVl7tQiFgcjcaPGNBxQ==,2020-06-23,2020-06-25,-34.9157657,-56.1503621,5.0,3.0,3.0,146.0,350000.0,2020,6,0,1,0_1,6
MMKtWl/e8328oqFHumdQ+A==,2020-07-14,2021-06-08,-34.9166549,-56.1545813,3.0,4.0,1.0,187.0,420000.0,2020,7,0,1,0_1,7
3TqVwyyT7rijcwOigDYPXQ==,2020-07-14,2021-06-08,-34.9085585,-56.1400336,1.0,2.0,1.0,30.0,118000.0,2020,7,1,2,1_2,7
Mjk+q5ilQK1n8c1g3P+/tQ==,2020-07-14,2020-10-07,-34.9081231,-56.1463082,1.0,2.0,1.0,29.0,136000.0,2020,7,1,2,1_2,7
tnhT3lOC1zFLZGV6FLHnHA==,2020-07-14,2021-04-09,-34.90906906,-56.1964035,2.0,2.0,1.0,78.0,145621.0,2020,7,1,0,1_0,7
co+7qwBxERzOw0VXRaBNoQ==,2020-07-14,2020-08-13,-34.9068,-56.189606,2.0,1.0,1.0,40.0,75000.0,2020,7,1,0,1_0,7
pufm6jVdVvPYpvlrNtqtOQ==,2020-07-14,2021-04-09,-34.90906906,-56.1964035,2.0,2.0,1.0,42.0,97660.0,2020,7,1,0,1_0,7
5kk46BDyCCeQ54UxenjGcQ==,2020-07-14,2020-07-16,-34.9162265,-56.1522368,2.0,1.0,1.0,54.0,115000.0,2020,7,0,1,0_1,7
0iXTP8IJrPq4i1ri/EIHVQ==,2020-07-14,2020-10-08,-34.8966452,-56.1134843,3.0,2.0,2.0,85.0,260000.0,2020,7,1,2,1_2,7
CaBhBBFhAOckmrQHL3kgCQ==,2020-07-14,2020-11-05,-34.8948361,-56.0928277,3.0,2.0,1.0,57.0,175000.0,2020,7,1,3,1_3,7
JiAEn/3+EkQwTuXMt7HIhw==,2020-07-14,2021-06-08,-34.9174758,-56.1505498,4.0,3.0,3.0,90.0,280000.0,2020,7,0,1,0_1,7
tGpVEDy7aoEW0NDjoxlMfg==,2020-07-14,2021-06-08,-34.9046475,-56.185806,5.0,3.0,3.0,68.0,284000.0,2020,7,1,0,1_0,7
BAwulLsC4WL7aEETQOpG7A==,2020-08-31,2020-09-04,-34.907631,-56.163611,3.0,2.0,2.0,107.0,263000.0,2020,8,1,1,1_1,8
WBD5A8shCVrIIc/yIV8uag==,2020-08-31,2020-09-04,-34.907631,-56.163611,3.0,2.0,2.0,83.0,245000.0,2020,8,1,1,1_1,8
LuLL3dVoZGmM0cTuQ/G3Bw==,2020-08-31,2020-09-04,-34.907631,-56.163611,3.0,1.0,1.0,50.0,157000.0,2020,8,1,1,1_1,8
gbH69RO3Wc/DVg9Rxo5AwQ==,2020-08-31,2020-09-04,-34.907657,-56.163697,3.0,2.0,1.0,56.0,114000.0,2020,8,1,1,1_1,8
GJMj9dE2UDuPK9WEMkhl5w==,2020-08-31,2020-09-04,-34.907631,-56.163611,3.0,1.0,1.0,46.0,156000.0,2020,8,1,1,1_1,8
M4mNH6b9MIW7WvTyj6edJA==,2020-08-31,2020-09-04,-34.907631,-56.163611,3.0,2.0,2.0,84.0,239000.0,2020,8,1,1,1_1,8
fAk+ey3SLtLigqDHvz4t+Q==,2020-08-31,2020-09-04,-34.907631,-56.163611,3.0,2.0,2.0,93.0,263000.0,2020,8,1,1,1_1,8
kNTq2ByZ2daRdCkOdqm01A==,2020-08-31,2020-09-04,-34.907631,-56.163611,3.0,1.0,1.0,46.0,154000.0,2020,8,1,1,1_1,8
zDZ60RkR+LLqU1T5HePTiA==,2021-02-19,2021-03-22,-34.9135743,-56.1727159,2.0,1.0,1.0,37.0,95000.0,2021,2,1,1,1_1,14
n6G5zI4eN2Lvyy+ALBVMAA==,2021-02-19,2021-05-26,-34.9100336,-56.1470004,3.0,2.0,2.0,83.0,220000.0,2021,2,1,2,1_2,14
6ze1eHKe6Dblf/q/MDaUPw==,2021-02-19,9999-12-31,-34.9135023,-56.1502805,5.0,3.0,3.0,68.0,620000.0,2021,2,1,1,1_1,14
kM6Q1lUMx4WXCC7xlyGuTQ==,2020-08-08,2020-08-25,-34.9089361,-56.1367815,1.0,1.0,1.0,42.0,120225.0,2020,8,1,2,1_2,8
JMKWLu8JRi6Vf0pYi61AOw==,2020-08-08,2020-08-25,-34.8959733,-56.1220073,1.0,1.0,1.0,41.0,95904.0,2020,8,1,2,1_2,8
k1u+Wh7WBGYiECq1xgd0Rw==,2020-08-08,2020-08-25,-34.9089361,-56.1367815,2.0,1.0,1.0,71.0,166950.0,2020,8,1,2,1_2,8
CXFktLFZIzNwjcept/CuTg==,2020-08-08,2020-08-25,-34.8904945,-56.0553989,2.0,1.0,1.0,60.0,235000.0,2020,8,2,4,2_4,8
Mb/IxRgz97qYW2Hw2Rq4VA==,2020-08-08,2020-08-25,-34.8959733,-56.1220073,2.0,1.0,1.0,52.0,144900.0,2020,8,1,2,1_2,8
DNE1puKacbnv5Q68+hTn1A==,2020-08-08,2020-08-25,-34.8959733,-56.1220073,3.0,2.0,2.0,116.0,297044.0,2020,8,1,2,1_2,8
Vwc5499YiG1LXg0MT+EGhQ==,2020-08-08,2020-08-25,-34.9089361,-56.1367815,3.0,2.0,1.0,126.0,334500.0,2020,8,1,2,1_2,8
NCO+1t0JzRxpcHpwSPB98w==,2020-08-08,2020-10-08,-34.9003105,-56.181712,3.0,2.0,1.0,53.0,85000.0,2020,8,1,1,1_1,8
0gDlfm0LUqR286Dx1rzpow==,2020-08-08,2020-08-25,-34.8904945,-56.0553989,3.0,2.0,2.0,157.0,370000.0,2020,8,2,4,2_4,8
37fMKXvo2+QHvWX/Cimmtw==,2020-08-08,2020-08-25,-34.8904945,-56.0553989,4.0,3.0,3.0,362.0,665000.0,2020,8,2,4,2_4,8
1++SYbrBNdGp89UTLvGrsQ==,2020-08-08,2020-08-25,-34.8959733,-56.1220073,4.0,3.0,2.0,178.0,385000.0,2020,8,1,2,1_2,8
h2jIAW72CjQ+MsuKuOYfXQ==,2020-08-08,2020-08-14,-34.8904945,-56.0553989,5.0,4.0,4.0,335.0,3500000.0,2020,8,2,4,2_4,8
55P5g2VFA3eO5cqEx5Sbow==,2020-08-08,2020-10-05,-34.9168482,-56.1518534,5.0,3.0,3.0,118.0,290000.0,2020,8,0,1,0_1,8
vegpxcT184YPHSwdnqaMGw==,2020-12-16,2021-04-30,-34.8983242011,-56.1665041863,3.0,2.0,1.0,60.0,145000.0,2020,12,1,1,1_1,12
nmkxRUBrVHK4DtRZ7GL2KQ==,2020-12-16,2021-04-05,-34.9126785,-56.1535521,3.0,2.0,2.0,75.0,260000.0,2020,12,1,1,1_1,12
d4uemOn4QtzshAlVd8v6Tw==,2020-08-07,2020-10-25,-34.9041401,-56.1784106,3.0,3.0,3.0,128.0,284000.0,2020,8,1,1,1_1,8
2rOlXo5/jYEfGbEk+B40LA==,2020-08-07,2021-03-17,-34.870914,-56.16886,4.0,3.0,1.0,87.0,175000.0,2020,8,3,1,3_1,8
hJD/TXhempsf5ztWoWJlpQ==,2020-08-07,2021-04-08,-34.870914,-56.16886,4.0,3.0,1.0,87.0,175000.0,2020,8,3,1,3_1,8
xNM0Xd3eDDZvZHA91qw7pw==,2020-08-07,2021-03-23,-34.8653511,-56.1739903,4.0,3.0,1.0,85.0,175000.0,2020,8,3,1,3_1,8
uMgvezC3vhcUhAGFGopMIw==,2021-02-06,9999-12-31,-34.9092458,-56.1421445,3.0,3.0,2.0,250.0,800000.0,2021,2,1,2,1_2,14
qngg2DWVu+rIvZnIUiJjDw==,2021-01-26,2021-03-24,-34.8864446,-56.1063024,3.0,1.0,1.0,45.0,138000.0,2021,1,2,3,2_3,13
QIFbr27UNNNCugJ4+7Hpsw==,2021-01-26,9999-12-31,-34.8958903041,-56.0973188857,3.0,2.0,2.0,83.0,300000.0,2021,1,1,3,1_3,13
pWJ8KzQQqsdGNwFzM++gng==,2021-01-26,9999-12-31,-34.9042233,-56.1538974,4.0,3.0,2.0,82.0,245000.0,2021,1,1,1,1_1,13
o8QiIH4PpgHAlT73KwtREA==,2021-03-15,2021-05-04,-34.9055631,-56.1383431,3.0,2.0,1.0,52.0,185000.0,2021,3,1,2,1_2,15
GRSPTuCL0Kp7XYKHjq7Uaw==,2021-03-15,2021-04-15,-34.8959733,-56.1220073,3.0,1.0,1.0,68.0,180000.0,2021,3,1,2,1_2,15
56HLHQ9H6Q8Z2OmOb/6VLA==,2021-03-15,2021-03-24,-34.9079646,-56.1934011,14.0,3.0,3.0,504.0,650000.0,2021,3,1,0,1_0,15
e48weh4OmLZ1rF9m20dJ1g==,2020-04-13,2020-12-21,-34.8961664,-56.1662079,4.0,3.0,1.0,120.0,100000.0,2020,4,1,1,1_1,4
GYyAh4vwYGlq+PY2SNOYRA==,2020-04-13,9999-12-31,-34.8899179,-56.1495033,3.0,2.0,1.0,64.0,170000.0,2020,4,2,1,2_1,4
w2PUqHfKAn2OOHsTT8raFw==,2021-01-27,2021-03-18,-34.9243115,-56.1541416,3.0,3.0,4.0,68.0,680000.0,2021,1,0,1,0_1,13
SxdPDlegHyPrx9PKG6odjA==,2021-01-27,2021-03-17,-34.8975202,-56.1795402,3.0,2.0,1.0,107.0,139000.0,2021,1,1,1,1_1,13
c6e/KRten3f6C/RpDmnZNA==,2021-01-27,9999-12-31,-34.8937056,-56.1821103,3.0,3.0,1.0,62.0,92500.0,2021,1,2,1,2_1,13
QGwzPGGuO19n1mRT03DsVw==,2021-01-27,9999-12-31,-34.8852991,-56.0618264,3.0,3.0,3.0,168.0,638000.0,2021,1,2,4,2_4,13
jegPRy2DAERpTQ8xSgpz+Q==,2021-01-27,2021-06-05,-34.8936903,-56.1821227,2.0,1.0,1.0,27.0,69000.0,2021,1,2,1,2_1,13
hJ3858P82PLHXcfRnVSy/Q==,2021-01-27,2021-02-03,-34.917333,-56.1552684,5.0,3.0,3.0,124.0,305000.0,2021,1,0,1,0_1,13
ljK0dlsBN73tMnfYY8JR3Q==,2020-12-14,2021-04-29,-34.9274258,-56.1591425,2.0,1.0,1.0,41.0,151000.0,2020,12,0,1,0_1,12
ZiFZst5BOnxCJaFDBRQEsA==,2020-12-14,9999-12-31,-34.9032704,-56.1413535,2.0,1.0,1.0,64.0,152100.0,2020,12,1,2,1_2,12
1K42vy9D5fJmR4qD4Drf2g==,2020-12-14,2021-03-05,-34.9070929,-56.1685695,3.0,2.0,2.0,70.0,167000.0,2020,12,1,1,1_1,12
b7/hPsAkQx9Mlc9e5cePtw==,2020-12-14,2021-01-25,-34.8868631,-56.1174509,3.0,2.0,1.0,55.0,170000.0,2020,12,2,2,2_2,12
8E5IvWQI5zP2JkO9aJQB7w==,2020-12-14,9999-12-31,-34.9023827,-56.149754,4.0,3.0,2.0,79.0,240000.0,2020,12,1,1,1_1,12
uP5f5Vyfz+wku1+xgC4ifg==,2020-12-14,2021-02-05,-34.9108716,-56.1628551,3.0,4.0,4.0,220.0,370000.0,2020,12,1,1,1_1,12
7v4aNai35UQVTO97hRYapA==,2021-02-11,2021-03-18,-34.9079078,-56.1572026,1.0,2.0,1.0,36.0,80000.0,2021,2,1,1,1_1,14
bF9FEs9B87cLWnAiK5lRUw==,2021-02-11,9999-12-31,-34.830236,-56.212413,2.0,1.0,1.0,58.0,85000.0,2021,2,5,0,5_0,14
CgkINen4bfzrSIB4tus0Xw==,2021-02-11,2021-02-13,-34.9160235,-56.1543405,2.0,1.0,1.0,62.0,269000.0,2021,2,0,1,0_1,14
+NZ6DUtZjMwaE3ibn8qH+A==,2021-02-11,9999-12-31,-34.8935605,-56.1809928,3.0,2.0,1.0,72.0,115000.0,2021,2,2,1,2_1,14
g7SELqT5wjrh/0tMXWI/zw==,2021-02-11,9999-12-31,-34.8956428,-56.1667618,3.0,2.0,1.0,55.0,110000.0,2021,2,1,1,1_1,14
JZMkcGJKIMeI+PTzjZfp/A==,2021-02-11,2021-04-12,-34.9198297501,-56.154772618,4.0,2.0,2.0,70.0,300000.0,2021,2,0,1,0_1,14
KpqZuHQHaGUUcrxLsr7hdw==,2020-10-27,2021-06-08,-34.9217065,-56.1581527,4.0,2.0,1.0,68.0,260000.0,2020,10,0,1,0_1,10
TkXBpI07HYnWgUc1wQDK7A==,2020-10-27,2021-04-15,-34.9044977,-56.1339878,3.0,2.0,2.0,68.0,240000.0,2020,10,1,2,1_2,10
TfOFjkO49yq0PoufWsvm1Q==,2020-10-27,2020-11-02,-34.9074093,-56.1511224,3.0,2.0,1.0,69.0,170000.0,2020,10,1,1,1_1,10
inc83ctVoSLAgeEdVh5J+A==,2020-10-27,2021-06-08,-34.9167736,-56.1581548,4.0,3.0,2.0,91.0,265000.0,2020,10,0,1,0_1,10
9DD+kKpB1UKMY0ekzkJuRQ==,2020-10-27,2020-11-04,-34.8957652,-56.1652905,4.0,3.0,2.0,76.0,250000.0,2020,10,1,1,1_1,10
N5ZSWX34Ts9N1QvPVAT94Q==,2020-12-30,9999-12-31,-34.9071477,-56.1437959,1.0,1.0,1.0,51.0,181000.0,2020,12,1,2,1_2,12
lVEpJK4CLT7zEREkQ2cmFA==,2020-12-30,9999-12-31,-34.9056244,-56.1845517,3.0,2.0,1.0,63.0,160000.0,2020,12,1,0,1_0,12
M2PcjgSqNqf5Z0X5MFiokg==,2020-12-30,9999-12-31,-34.8962099,-56.1114627,4.0,2.0,2.0,68.0,225000.0,2020,12,1,3,1_3,12
kUKyIVpl+RtyU//5fN4J8Q==,2020-05-06,9999-12-31,-34.9087448,-56.1358664,1.0,2.0,1.0,28.0,105000.0,2020,5,1,2,1_2,5
S+G/vwtY5EGeuOj+AE9ajA==,2020-05-06,2020-12-03,-34.8910729,-56.1058566,3.0,2.0,2.0,122.0,435000.0,2020,5,2,3,2_3,5
6G/bNxtNhZbDayG3x299kQ==,2020-05-06,2021-01-25,-34.8614212,-56.1792874,3.0,2.0,1.0,100.0,130000.0,2020,5,3,1,3_1,5
e6D2sVbbbmbmF1Nvs/yYhg==,2020-05-06,2020-11-03,-34.8729215,-56.0540364,3.0,2.0,2.0,121.0,320000.0,2020,5,3,4,3_4,5
PCC21Mnffu5oQJMxiaU5Qg==,2021-01-11,2021-02-17,-34.922062,-56.15584,3.0,3.0,3.0,68.0,370000.0,2021,1,0,1,0_1,13
wlHZme1kmz5lR64N2OhYAQ==,2021-01-11,9999-12-31,-34.9042306,-56.1940912,4.0,3.0,2.0,90.0,105000.0,2021,1,1,0,1_0,13
tqoe9dRtQgUcNEuVOctAcg==,2021-01-11,9999-12-31,-34.9097015,-56.1396009,5.0,3.0,5.0,303.0,1480000.0,2021,1,1,2,1_2,13
M4ytSrk7ft9ZIj7fQfqcmw==,2020-12-20,2021-05-24,-34.8114832,-56.1355665,3.0,3.0,3.0,68.0,60000.0,2020,12,5,2,5_2,12
O+61xLgE+MjwX+QUHQOXDg==,2020-12-20,2021-01-25,-34.892399,-56.153792,3.0,3.0,2.0,100.0,189000.0,2020,12,2,1,2_1,12
JoxP+EFgF4PXJ514z5fGvw==,2020-08-19,2020-09-04,-34.919389,-56.1559915,3.0,2.0,3.0,130.0,410000.0,2020,8,0,1,0_1,8
evCQggwY11Os5wQdT0Oz9w==,2020-08-19,2020-09-04,-34.904568,-56.1400007,3.0,2.0,2.0,69.0,268000.0,2020,8,1,2,1_2,8
cK9QAoDw9K1tSRxq0YIqow==,2020-08-19,2020-09-04,-34.9030273,-56.1529435,3.0,2.0,1.0,114.0,180000.0,2020,8,1,1,1_1,8
fwlnseHG3eQn/p2MKZ/98Q==,2020-08-19,2020-09-04,-34.8925168,-56.1676717,3.0,2.0,1.0,49.0,94000.0,2020,8,2,1,2_1,8
XHNSh/ow3gxYVxjdJz34hw==,2020-08-19,2020-09-04,-34.9083787,-56.1440493,5.0,4.0,3.0,114.0,305000.0,2020,8,1,2,1_2,8
Hn83Lb+4qUh7LjLhNuIy+A==,2021-03-07,2021-03-22,-34.9220429,-56.161046,3.0,2.0,1.0,64.0,133282.0,2021,3,0,1,0_1,15
rRe9cF/49+v04q17hspKsg==,2021-03-07,2021-03-22,-34.9220429,-56.161046,3.0,2.0,1.0,55.0,123291.0,2021,3,0,1,0_1,15
4gDzFs/s0bp4k9xuaL0oGg==,2021-03-07,2021-03-22,-34.9220429,-56.161046,3.0,2.0,1.0,57.0,123497.0,2021,3,0,1,0_1,15
6NKW9Gx63tpbhMqSL3DSqg==,2021-03-07,2021-03-22,-34.9220429,-56.161046,3.0,1.0,1.0,78.0,193125.0,2021,3,0,1,0_1,15
J0FUzxEIxupq9qV7+NU0MQ==,2021-03-07,2021-03-22,-34.9220429,-56.161046,3.0,1.0,1.0,92.0,192198.0,2021,3,0,1,0_1,15
igJaxDBkZDBaFgnseCVfXg==,2021-03-07,2021-03-22,-34.9220429,-56.161046,3.0,1.0,1.0,67.0,175000.0,2021,3,0,1,0_1,15
