id,start_date,end_date,lat,lon,rooms,bedrooms,bathrooms,surface_total,price,anio,mes,zona_lat,zona_lon,zona,mes_cont
A28cDbLYhVQOsRNUi6c+2w==,2020-07-06,2021-02-26,-34.9082183838,-56.1350288391,3.0,3.0,3.0,252.0,1250000.0,2020,7,1,2,1_2,7
46saxdlm40oPG+DlMBnfJA==,2020-07-06,2021-06-08,-34.9008573,-56.1868667,3.0,2.0,1.0,50.0,104000.0,2020,7,1,0,1_0,7
POOLW3fTsJnD2K6tgmhuQA==,2020-07-06,2021-02-02,-34.9060812,-56.156426,3.0,2.0,1.0,68.0,120000.0,2020,7,1,1,1_1,7
H1XAKYIJacR5d240cv3Z+Q==,2020-07-06,2021-05-04,-34.906657,-56.143929,3.0,2.0,1.0,68.0,98700.0,2020,7,1,2,1_2,7
f3dIRkwgvzyRrtQwWuqsFw==,2020-07-06,2020-08-03,-34.9110533,-56.1541094,3.0,4.0,3.0,130.0,310000.0,2020,7,1,1,1_1,7
FdvAUuXLFdSefKQmozZbtA==,2020-07-06,2021-02-02,-34.9060812,-56.156426,3.0,2.0,1.0,68.0,120000.0,2020,7,1,1,1_1,7
w3FzMKTrwWw8lS9EhVKUSA==,2020-07-06,2021-06-08,-34.892809,-56.1655877,2.0,1.0,1.0,26.0,95000.0,2020,7,2,1,2_1,7
n/WZW6Dl0GjyxaaTbfNihg==,2020-07-06,2020-10-08,-34.904091,-56.1713804,2.0,1.0,1.0,61.0,135000.0,2020,7,1,1,1_1,7
A2th2jsUNp2kSZKextV27g==,2020-07-06,2020-10-08,-34.9088099,-56.1803461,2.0,1.0,1.0,32.0,96500.0,2020,7,1,1,1_1,7
ANHEBQM0t7VXqqLcxsYABQ==,2020-07-06,2021-06-08,-34.9001195,-56.1875877,2.0,1.0,1.0,41.0,123000.0,2020,7,1,0,1_0,7
NQz7yusIKEcGj+REykjSSA==,2020-07-06,2021-05-24,-34.9023034,-56.1413052,2.0,1.0,1.0,50.0,145000.0,2020,7,1,2,1_2,7
IWjJ3WbZjRrKnNx9RATCHA==,2020-07-06,9999-12-31,-34.9059346,-56.1937672,2.0,1.0,1.0,44.0,126000.0,2020,7,1,0,1_0,7
sdnrUMAusmpuG0ufxP6C6Q==,2020-07-06,2020-10-08,-34.9075404,-56.2050645,2.0,1.0,1.0,50.0,138000.0,2020,7,1,0,1_0,7
hUsDWC+1fjb3Rpj2oGYzXg==,2020-07-06,2020-08-05,-34.895493,-56.1785914,2.0,1.0,1.0,101.0,73000.0,2020,7,1,1,1_1,7
5JuZVX25pOvCZUIxOPiVaQ==,2020-07-06,2020-07-30,-34.9167736,-56.1581548,2.0,1.0,1.0,66.0,163000.0,2020,7,0,1,0_1,7
fq3Y16c8HpQRDPc5p2X8Lw==,2020-07-06,2020-10-08,-34.8941803,-56.1649645,2.0,1.0,1.0,56.0,130000.0,2020,7,1,1,1_1,7
mRjXVUgalDyfkmDesLxFgg==,2020-07-06,2021-03-04,-34.9137976,-56.1577652,2.0,1.0,1.0,37.0,145000.0,2020,7,1,1,1_1,7
cz8yzrCCSznf0AjNKSGC0g==,2020-07-06,2020-07-10,-34.887148,-56.1537843,3.0,2.0,1.0,52.0,125000.0,2020,7,2,1,2_1,7
JYiCrbo+Nrd1XDsDf4p2Rw==,2020-07-06,2020-10-08,-34.9113246,-56.194097,3.0,2.0,1.0,50.0,135000.0,2020,7,1,0,1_0,7
tHZqs4UO9xYi+UowQlB1Rg==,2020-07-06,2020-07-10,-34.8955923,-56.119121,3.0,2.0,1.0,63.0,170000.0,2020,7,1,2,1_2,7
P243STm8PfiipXcooP7+kw==,2020-07-06,2020-12-07,-34.8789647,-56.1565208,3.0,2.0,1.0,49.0,98000.0,2020,7,2,1,2_1,7
NdOsZ/xIf3c6pe2O1C2Tow==,2020-07-06,2020-09-01,-34.8869907,-56.1657516,3.0,2.0,1.0,75.0,160000.0,2020,7,2,1,2_1,7
EZjtdac3uM9OWQS/QHYyXw==,2020-07-06,2021-03-04,-34.906707,-56.135965,3.0,2.0,2.0,66.0,249000.0,2020,7,1,2,1_2,7
nr5bEuk8OG08vsgHiD9m2Q==,2020-07-06,2020-10-12,-34.9063849,-56.1783514,3.0,2.0,1.0,70.0,185000.0,2020,7,1,1,1_1,7
dlR23mk+IgY3xMi7Dy067w==,2020-07-06,2021-01-05,-34.9154943,-56.1602446,3.0,2.0,2.0,89.0,210000.0,2020,7,0,1,0_1,7
tbwbdwtToqIMC3ZkYmXrnw==,2020-07-06,2021-06-08,-34.8971574,-56.1224977,3.0,2.0,1.0,70.0,200000.0,2020,7,1,2,1_2,7
sZ6gar7zaUueT3KjvPqCDg==,2020-07-06,2021-06-08,-34.8869096,-56.1299274,3.0,2.0,1.0,75.0,170000.0,2020,7,2,2,2_2,7
1md5qbAuqQXq51gSf9tREA==,2020-07-06,2021-06-08,-34.887161,-56.128666,3.0,2.0,1.0,70.0,190000.0,2020,7,2,2,2_2,7
mCOLZky6M/dN4ONy6TeYQg==,2020-07-06,2021-06-08,-34.87155,-56.1662539,3.0,2.0,1.0,57.0,130000.0,2020,7,3,1,3_1,7
QU6DOo7A7ihZEk3ScY44PA==,2020-07-06,2020-12-22,-34.9032498,-56.1593728,3.0,2.0,2.0,79.0,265000.0,2020,7,1,1,1_1,7
w28rM5kPJ/PNiSDXp3NaHw==,2020-07-06,2021-05-24,-34.9030958,-56.151893,3.0,2.0,1.0,59.0,177000.0,2020,7,1,1,1_1,7
N/huXQkpHAP+FRSmyzZDSQ==,2020-07-06,2021-03-06,-34.905805,-56.13851,3.0,2.0,1.0,40.0,160000.0,2020,7,1,2,1_2,7
aAdsZLpI7BRp8yuuU5T5DA==,2020-07-06,2020-08-13,-34.9100749,-56.149014,3.0,2.0,1.0,64.0,225000.0,2020,7,1,1,1_1,7
m/NYx97970wBCN3MUD/Y1Q==,2020-07-06,2021-03-04,-34.8871809,-56.1275816,4.0,3.0,2.0,84.0,175000.0,2020,7,2,2,2_2,7
wzDiajsCDNGfieJg/ugu7Q==,2020-07-06,2020-11-27,-34.9054391,-56.1982347,4.0,3.0,2.0,80.0,120000.0,2020,7,1,0,1_0,7
v3kBJuTqKhxcU6mqbMOulg==,2020-07-06,2021-06-08,-34.8798514,-56.1596338,4.0,3.0,2.0,100.0,205000.0,2020,7,2,1,2_1,7
nOWpxEwiFn4E2fkTzx1reA==,2020-07-06,2020-09-02,-34.9053663,-56.1971165,4.0,3.0,2.0,60.0,120000.0,2020,7,1,0,1_0,7
Nt27yvd+k657yaF6drLlxA==,2020-07-06,2020-10-08,-34.8961664,-56.1662079,4.0,3.0,1.0,120.0,100000.0,2020,7,1,1,1_1,7
CtXFm5HxY193zLe+HT+XZg==,2020-07-06,2021-06-08,-34.8864254,-56.1391735,4.0,3.0,1.0,97.0,153000.0,2020,7,2,2,2_2,7
4ClA02R50atqEKiQ0LraHQ==,2020-07-06,2021-02-23,-34.9061159,-56.1440804,5.0,4.0,2.0,92.0,198000.0,2020,7,1,2,1_2,7
gLC7abYMDqkBJF/FFZscog==,2020-04-17,2020-07-26,-34.9077071,-56.1773569,3.0,2.0,1.0,61.0,165000.0,2020,4,1,1,1_1,4
lSAa9jHfWwrx7L/AVMIUQg==,2020-04-17,2020-08-18,-34.905605,-56.181138,3.0,2.0,1.0,85.0,173000.0,2020,4,1,1,1_1,4
hTUhA8jYGVQATffTcZhIEA==,2020-04-17,2020-07-09,-34.9170898,-56.1580369,1.0,2.0,1.0,27.0,88000.0,2020,4,0,1,0_1,4
E3vUL/BmGjvCP+rQinJRjg==,2020-04-17,2020-10-28,-34.9075576,-56.14367,2.0,1.0,1.0,78.0,225000.0,2020,4,1,2,1_2,4
LMKXm8i7YyfXHgcRU/WKHQ==,2020-04-17,2020-05-05,-34.9182092,-56.1492811,4.0,3.0,2.0,95.0,188000.0,2020,4,0,1,0_1,4
kbm9UN7bwUShQYKPqTXTqA==,2020-04-17,2020-04-21,-34.9154943,-56.1602446,3.0,2.0,2.0,89.0,210000.0,2020,4,0,1,0_1,4
zcypocNhHJNujFYBjMHPpg==,2020-05-12,2021-01-11,-34.9042306,-56.1940912,4.0,3.0,2.0,90.0,124000.0,2020,5,1,0,1_0,5
g6pYFtLAg6/aT28/UOgaCw==,2020-04-19,2020-10-19,-34.9081231,-56.1463082,3.0,2.0,2.0,94.0,235000.0,2020,4,1,2,1_2,4
wF80pdsoX+VA4ZiWKvtGyg==,2021-02-02,9999-12-31,-34.8874738,-56.1192388,3.0,2.0,1.0,67.0,194000.0,2021,2,2,2,2_2,14
FmEx5fP4Rh05S7nSG8t7fg==,2021-02-02,2021-06-05,-34.88814,-56.1531085,3.0,2.0,2.0,79.0,220000.0,2021,2,2,1,2_1,14
MUOE89Yn0McyfoazFB/lIw==,2021-02-02,2021-02-02,-34.8650688,-56.2005495,4.0,3.0,2.0,87.0,250000.0,2021,2,3,0,3_0,14
5/593p1b/aVoDBcbM+EcMQ==,2021-02-02,2021-02-19,-34.9285701905,-56.1611617148,3.0,3.0,2.0,185.0,590000.0,2021,2,0,1,0_1,14
3jeP+rDI+xrZ4QaZQckXHQ==,2021-02-21,9999-12-31,-34.9088810476,-56.138107281,3.0,2.0,1.0,41.0,120000.0,2021,2,1,2,1_2,14
1ufqadxq9wPq5afKTGPqVw==,2020-12-31,2021-03-29,-34.9083097,-56.1565912,3.0,3.0,1.0,68.0,175000.0,2020,12,1,1,1_1,12
hljVJ/au4KeAmZoDwob5vg==,2021-03-02,2021-03-04,-34.906626,-56.145894,2.0,2.0,1.0,68.0,125900.0,2021,3,1,2,1_2,15
ArBq8CCWGacuEBqlVUOU+Q==,2021-03-02,2021-03-02,-34.906561,-56.141183,3.0,2.0,1.0,68.0,235000.0,2021,3,1,2,1_2,15
gGm/SPs71sBi++8Dh+XdFw==,2021-03-02,2021-06-05,-34.8685174,-56.1940933,2.0,1.0,1.0,28.0,120000.0,2021,3,3,0,3_0,15
Q+MhKo1A1dYrMziaXfpIgA==,2021-03-02,2021-06-05,-34.8949581,-56.1686404,3.0,2.0,2.0,55.0,145000.0,2021,3,1,1,1_1,15
qPlmgdHFM2NuZ2prMAYX6A==,2021-01-23,9999-12-31,-34.901618,-56.195674,2.0,1.0,1.0,43.0,85000.0,2021,1,1,0,1_0,13
GIfdAmmjngDMUmRBTTi9MQ==,2021-01-23,2021-06-05,-34.9026218,-56.1964562,3.0,2.0,1.0,56.0,125000.0,2021,1,1,0,1_0,13
quHKNE7R0phuBKOy9K+kLA==,2020-04-30,2021-01-18,-34.8824079206,-56.1927736225,3.0,2.0,1.0,68.0,95000.0,2020,4,2,0,2_0,4
/HkyRmaXfNtdF1ryAmO7qQ==,2021-04-11,2021-06-05,-34.9011494,-56.1690124,3.0,2.0,1.0,55.0,149000.0,2021,4,1,1,1_1,16
OzOpaUQFbvaHRv2DBMHjKg==,2021-04-11,2021-06-05,-34.8954851,-56.1309385,4.0,3.0,1.0,65.0,185000.0,2021,4,1,2,1_2,16
kUGcdyp3xZvfukYMU3ccYQ==,2020-06-09,2020-06-15,-34.895775,-56.096075,3.0,2.0,2.0,87.0,228000.0,2020,6,1,3,1_3,6
nGRdn/a+8F8IXwL449KEiA==,2020-06-09,2020-06-10,-34.9137891,-56.1656799,2.0,1.0,1.0,55.0,28000.0,2020,6,1,1,1_1,6
AG7pgwzd9QmB+8TZ0xG9vw==,2020-06-09,2020-06-15,-34.888936384,-56.1657727577,4.0,3.0,2.0,104.0,218300.0,2020,6,2,1,2_1,6
Q0JNj9UVe3GzEZj0TmM9bw==,2020-06-13,2020-07-25,-34.9245697,-56.1594753,3.0,1.0,1.0,68.0,145000.0,2020,6,0,1,0_1,6
YLw4nQFW6NSygJBOTA+Gaw==,2020-06-13,2020-10-15,-34.92212296,-56.15607452,3.0,2.0,3.0,130.0,330000.0,2020,6,0,1,0_1,6
L5JWcB0jHBCxKmam0BXHgw==,2020-06-13,2020-06-25,-34.877341,-56.197042,3.0,2.0,1.0,61.0,126800.0,2020,6,2,0,2_0,6
GckzNdBs+iAbcKr45J+BVA==,2020-06-13,2020-06-25,-34.9087211,-56.1598337,3.0,2.0,1.0,71.0,145000.0,2020,6,1,1,1_1,6
dh2U8c+Ay2iCXZjz4pDHTQ==,2020-06-13,2020-06-16,-34.921217,-56.1516069,3.0,2.0,2.0,127.0,440000.0,2020,6,0,1,0_1,6
+zhb2acqEkbqbI32kDIHUw==,2020-09-25,2020-10-20,-34.9068332,-56.1733858,2.0,1.0,1.0,52.0,139000.0,2020,9,1,1,1_1,9
4sHfrqD+hl7b7Ec+cszXtw==,2020-09-25,9999-12-31,-34.9068332,-56.1733858,2.0,1.0,1.0,67.0,147000.0,2020,9,1,1,1_1,9
Ed3x/VssgV+g9LgIO/z6Tg==,2020-09-25,2020-09-26,-34.9078972,-56.1922667,3.0,2.0,1.0,58.0,146000.0,2020,9,1,0,1_0,9
p5I6RIimCkfYwypevWgK4A==,2020-09-25,2020-10-05,-34.9251732,-56.1564847,3.0,2.0,2.0,68.0,215000.0,2020,9,0,1,0_1,9
ED9vUcd3FDkqbvfiEk7qCw==,2020-09-25,2020-09-26,-34.9078972,-56.1922667,3.0,2.0,1.0,68.0,139000.0,2020,9,1,0,1_0,9
n/gce/Glofm4UkMsjUfspA==,2020-09-25,2020-09-26,-34.9085301,-56.1504057,3.0,2.0,1.0,62.0,144000.0,2020,9,1,1,1_1,9
mxE80oURtzF7rSldaY2PWQ==,2020-09-25,2021-02-11,-34.9085301,-56.1504057,3.0,2.0,1.0,62.0,139000.0,2020,9,1,1,1_1,9
S0mxqjC9qimWxr0o/J7m2Q==,2020-09-25,2020-11-05,-34.9070633,-56.1950836,4.0,2.0,1.0,107.0,170000.0,2020,9,1,0,1_0,9
1JyJEKsMn/+VovMsVKJKcQ==,2021-02-14,2021-06-05,-34.8480568598,-56.2000361117,3.0,3.0,1.0,64.0,105000.0,2021,2,4,0,4_0,14
5db1nQcJebCAEthqcjEktw==,2021-02-14,9999-12-31,-34.892399,-56.153792,3.0,3.0,2.0,100.0,189000.0,2021,2,2,1,2_1,14
NJUbnrdt6dtuY5DQVPch6g==,2020-10-13,9999-12-31,-34.9063306,-56.1511949,1.0,2.0,1.0,28.0,93000.0,2020,10,1,1,1_1,10
TTV6gG1YXM72GF5jvG80HA==,2020-10-13,9999-12-31,-34.8743269,-56.0399722,3.0,1.0,1.0,85.0,190000.0,2020,10,2,5,2_5,10
WqEYYkyzjsi8iqw4NPxxjA==,2020-10-13,2020-12-21,-34.8864751,-56.1410021,3.0,2.0,2.0,63.0,159000.0,2020,10,2,2,2_2,10
ivMn6FYqJFdV8PgjzUB2OQ==,2020-10-13,2020-10-15,-34.9030958,-56.151893,3.0,2.0,1.0,46.0,118000.0,2020,10,1,1,1_1,10
Fk6T6hnQNHxMP9TOsJFflg==,2020-07-25,2020-10-25,-34.8869711,-56.1114906,1.0,1.0,1.0,29.0,86625.0,2020,7,2,3,2_3,7
Xd613q+b9Tl4houwyw7H5g==,2020-07-25,2020-10-25,-34.8869711,-56.1114906,2.0,1.0,1.0,41.0,112414.0,2020,7,2,3,2_3,7
W+SkWOfcNT6ldY/1i2nRwg==,2020-07-25,2020-07-29,-34.9044998,-56.1826392,2.0,1.0,1.0,60.0,127544.0,2020,7,1,1,1_1,7
0VKQj8HdVQgIYLz0Ll6bfw==,2020-07-25,2020-10-25,-34.8953156,-56.1741261,1.0,1.0,1.0,51.0,103000.0,2020,7,1,1,1_1,7
nxDLuLrCLqTI9R1H5W2bGw==,2020-07-25,2020-10-25,-34.8953156,-56.1741261,3.0,2.0,1.0,61.0,134000.0,2020,7,1,1,1_1,7
u01VWR131T+0XdMGUh35mQ==,2020-07-25,2020-10-25,-34.8653511,-56.1739903,3.0,2.0,1.0,71.0,145000.0,2020,7,3,1,3_1,7
e9kmb5zUhFOi9T9FJpRBRA==,2020-07-25,2020-10-25,-34.8869711,-56.1114906,4.0,3.0,2.0,41.0,200726.0,2020,7,2,3,2_3,7
4WsvNbLCxt808AAdaPYqog==,2020-07-25,2020-10-25,-34.8953156,-56.1741261,4.0,3.0,2.0,73.0,185040.0,2020,7,1,1,1_1,7
mKqEEijKRt0SKNqp+mdgyA==,2020-07-25,2020-10-25,-34.9143944,-56.1544495,5.0,3.0,3.0,190.0,515000.0,2020,7,1,1,1_1,7
u/+QYhSki93HsGnNdRT7fg==,2020-07-01,2020-07-01,-34.9055699,-56.1383893,3.0,2.0,1.0,68.0,155000.0,2020,7,1,2,1_2,7
mbEg7eYtWq0USOcGxnR3PQ==,2020-07-01,2020-09-30,-34.9081231,-56.1463082,3.0,1.0,2.0,68.0,225000.0,2020,7,1,2,1_2,7
F/0gevOpV1ZykMHJCcL8sA==,2020-07-01,2020-10-20,-34.9066166,-56.1984237,1.0,2.0,1.0,30.0,60000.0,2020,7,1,0,1_0,7
6dpZ0QyGVFhQ/Yu4bWgDjA==,2020-07-01,2021-06-08,-34.9095525,-56.1820113,2.0,2.0,1.0,68.0,120000.0,2020,7,1,1,1_1,7
Xmo/8div9JpLyUOjMpXyUA==,2020-07-01,2021-06-08,-34.9041401,-56.1784106,2.0,2.0,1.0,68.0,130000.0,2020,7,1,1,1_1,7
bsfvLI3vCOf8yHeUSFIHZg==,2020-07-01,2021-03-31,-34.9087325,-56.1694489,3.0,2.0,1.0,75.0,155000.0,2020,7,1,1,1_1,7
RcFJ3UF5sfEYhl0S84D5dA==,2020-07-01,2020-08-19,-34.92155,-56.1560802,3.0,2.0,2.0,75.0,230000.0,2020,7,0,1,0_1,7
kixfHth3ymO7vIVzxE897w==,2020-07-01,2020-12-02,-34.9164712,-56.1610609,3.0,2.0,2.0,75.0,275000.0,2020,7,0,1,0_1,7
g4poKnQk3qKSKBLn+V8umw==,2020-07-01,2021-06-08,-34.8773087,-56.1873775,4.0,3.0,1.0,53.0,114000.0,2020,7,2,0,2_0,7
4jwiIn7m6IFXwJ8kmVUkGg==,2020-05-05,9999-12-31,-34.9031771,-56.1755603,2.0,1.0,1.0,51.0,145000.0,2020,5,1,1,1_1,5
ue8/aJQVn4aZis1uoEH3tA==,2020-05-05,2020-09-28,-34.8772938,-56.0578743,3.0,2.0,2.0,115.0,320000.0,2020,5,2,4,2_4,5
W5vsZtI5JpMzCgnYLm0fWg==,2020-05-05,2020-09-10,-34.8965772,-56.1294235,3.0,2.0,1.0,50.0,100000.0,2020,5,1,2,1_2,5
7V8fnCDorQU1TAmjQ3Q4hA==,2020-05-05,2021-06-16,-34.9206339,-56.1503404,5.0,4.0,2.0,102.0,380000.0,2020,5,0,1,0_1,5
V4WmqgsOEEaUCaOtqgTZRA==,2020-05-05,2021-03-30,-34.8873142,-56.0606422,3.0,4.0,4.0,68.0,1100000.0,2020,5,2,4,2_4,5
i8dwwXAO1fIN3bwsd8xgGw==,2020-11-16,9999-12-31,-34.9089361,-56.1367815,1.0,1.0,1.0,41.0,120225.0,2020,11,1,2,1_2,11
dDs+05bkIFbPKaZKm286zQ==,2020-11-16,9999-12-31,-34.887513775,-56.1837714443,2.0,1.0,1.0,51.0,129500.0,2020,11,2,0,2_0,11
riCHDCyHPm9GOP7eIgp7Ag==,2020-11-16,9999-12-31,-34.903491,-56.1903262,2.0,1.0,1.0,53.0,125000.0,2020,11,1,0,1_0,11
SoFvRjRrYeEVGqyfsSkbGw==,2020-11-16,9999-12-31,-34.903491,-56.1903262,2.0,1.0,1.0,60.0,103844.0,2020,11,1,0,1_0,11
6Sjv/Dne8JvDojZ5v+EQIw==,2020-11-16,9999-12-31,-34.8904945,-56.0553989,2.0,1.0,1.0,59.0,235000.0,2020,11,2,4,2_4,11
5zwtbcHKVhlUkiUAWSGyRQ==,2020-11-16,9999-12-31,-34.907622,-56.1958033,2.0,1.0,1.0,49.0,135000.0,2020,11,1,0,1_0,11
ToUEzMin6CHoFbzBYvQ0PQ==,2020-11-16,9999-12-31,-34.8959733,-56.1220073,2.0,1.0,1.0,52.0,144900.0,2020,11,1,2,1_2,11
t0G/cG4bdnwckqulam29fw==,2020-11-16,9999-12-31,-34.8959733,-56.1220073,1.0,1.0,1.0,40.0,95904.0,2020,11,1,2,1_2,11
89c9H66CQLtf0ENjRGADXg==,2020-11-16,9999-12-31,-34.8869711,-56.1114906,1.0,1.0,1.0,36.0,86625.0,2020,11,2,3,2_3,11
wzYjER1jz0vRHY0NyukFxA==,2020-11-16,9999-12-31,-34.8869711,-56.1114906,2.0,1.0,1.0,51.0,108545.0,2020,11,2,3,2_3,11
x6vSFN+aaBt/70Fsg4BUjQ==,2020-11-16,9999-12-31,-34.8679931973,-56.1323880141,3.0,2.0,2.0,55.0,106040.0,2020,11,3,2,3_2,11
YKBsg5uqXWfcdDcOIJ4O6g==,2020-11-16,9999-12-31,-34.8929256,-56.1612983,3.0,2.0,2.0,57.0,189000.0,2020,11,2,1,2_1,11
Gos0mRKhX4ReCEi4JzgBng==,2020-11-16,9999-12-31,-34.907622,-56.1958033,3.0,2.0,1.0,73.0,162000.0,2020,11,1,0,1_0,11
qUMGzhDb9tVX7AywdO6mDA==,2020-11-16,9999-12-31,-34.9044998,-56.1826392,3.0,2.0,2.0,93.0,145350.0,2020,11,1,1,1_1,11
tlauswhoEvLKap4oJb+iqQ==,2020-11-16,9999-12-31,-34.9210847,-56.151529,3.0,2.0,2.0,114.0,410000.0,2020,11,0,1,0_1,11
uCLyizRhHTE6WmwhdgvlYw==,2020-11-16,9999-12-31,-34.8869711,-56.1114906,3.0,2.0,2.0,99.0,200726.0,2020,11,2,3,2_3,11
Lz3oE+/Ooz8pBaegHLk9Mg==,2020-11-16,9999-12-31,-34.8929256,-56.1612983,3.0,2.0,2.0,57.0,189000.0,2020,11,2,1,2_1,11
cQy/9kjOOJUig14BTGeA+Q==,2020-11-16,9999-12-31,-34.8959733,-56.1220073,3.0,2.0,2.0,115.0,297044.0,2020,11,1,2,1_2,11
tBWVmXgub/w/AfvGdg2vWA==,2020-11-16,9999-12-31,-34.8869711,-56.1114906,3.0,2.0,1.0,65.0,148995.0,2020,11,2,3,2_3,11
acG/lW/1Lq+jxAyOCK5BQQ==,2020-11-16,9999-12-31,-34.9089361,-56.1367815,2.0,2.0,1.0,71.0,166950.0,2020,11,1,2,1_2,11
n1y3BA5s7fgZpJw1WgLEhA==,2020-11-16,9999-12-31,-34.887513775,-56.1837714443,3.0,2.0,2.0,112.0,197211.0,2020,11,2,0,2_0,11
TwM0Dkc4wt3c/o6qBlxblA==,2020-11-16,9999-12-31,-34.903491,-56.1903262,3.0,2.0,1.0,78.0,160000.0,2020,11,1,0,1_0,11
nH+MEqYPBzovByFCJB9Jmw==,2020-11-16,9999-12-31,-34.887513775,-56.1837714443,3.0,2.0,2.0,84.0,145000.0,2020,11,2,0,2_0,11
mIFURfTAKrd8EGo3SX3ukA==,2020-11-16,9999-12-31,-34.903491,-56.1903262,3.0,2.0,1.0,75.0,136928.0,2020,11,1,0,1_0,11
51PsfoRz5zuR/cNkHAUQ0g==,2020-11-16,9999-12-31,-34.8999141888,-56.176233903,4.0,3.0,2.0,113.0,202000.0,2020,11,1,1,1_1,11
8sJMf65k48VydoOzwptPag==,2020-11-16,9999-12-31,-34.9044998,-56.1826392,4.0,3.0,2.0,119.0,209695.0,2020,11,1,1,1_1,11
Xw2KlxoSbC84Rpe+I7qfdg==,2020-11-16,9999-12-31,-34.9089361,-56.1367815,3.0,3.0,1.0,126.0,334500.0,2020,11,1,2,1_2,11
pu3+NHybIwRJjp9woNfD+g==,2020-11-16,9999-12-31,-34.8959733,-56.1220073,4.0,3.0,2.0,177.0,385000.0,2020,11,1,2,1_2,11
HkRln4izqTiJ+DMOFX8vDQ==,2020-11-16,9999-12-31,-34.8904945,-56.0553989,3.0,3.0,2.0,156.0,370000.0,2020,11,2,4,2_4,11
GYPC6g127bWN76QBAVf0UA==,2020-11-16,9999-12-31,-34.9210847,-56.151529,4.0,3.0,2.0,193.0,575220.0,2020,11,0,1,0_1,11
JNzZE13SToWEyQAXU7s1Wg==,2020-11-16,9999-12-31,-34.8904945,-56.0553989,4.0,4.0,3.0,361.0,665000.0,2020,11,2,4,2_4,11
0LMx1C1fVJbryHL+0LeuSw==,2020-11-16,9999-12-31,-34.903491,-56.1903262,4.0,4.0,2.0,152.0,185040.0,2020,11,1,0,1_0,11
3Ws526ocFkblJoHrrsUahg==,2020-11-16,9999-12-31,-34.9210847,-56.151529,5.0,6.0,4.0,203.0,695000.0,2020,11,0,1,0_1,11
GSL098K1R0kww+MIZGZORw==,2020-10-18,2020-11-05,-34.888488,-56.189975,3.0,2.0,1.0,46.0,115000.0,2020,10,2,0,2_0,10
0zkc1pM6ZAhU7naiNwnLMA==,2020-10-18,2020-11-05,-34.888488,-56.189975,3.0,2.0,1.0,123.0,136000.0,2020,10,2,0,2_0,10
F3Qgbg3O0988dRfZkHoJnQ==,2020-11-19,2021-02-23,-34.9186213,-56.1616067,1.0,2.0,1.0,38.0,109000.0,2020,11,0,1,0_1,11
c6V4x5nK0YfDj3oUVb7v8A==,2020-11-19,9999-12-31,-34.9075218,-56.1438209,3.0,2.0,1.0,36.0,131000.0,2020,11,1,2,1_2,11
SBwJk67cYhyjs3tgdWw2hA==,2020-11-19,2021-02-03,-34.918402,-56.154064,3.0,2.0,2.0,68.0,250000.0,2020,11,0,1,0_1,11
mLdMak4K2SfBsYjiTchRhQ==,2020-11-19,2021-06-08,-34.9061159,-56.1440804,3.0,2.0,1.0,39.0,121500.0,2020,11,1,2,1_2,11
IkkRLJlm6eLkPVlW0yyMJw==,2020-11-19,2020-11-24,-34.9167736,-56.1581548,3.0,1.0,1.0,68.0,182000.0,2020,11,0,1,0_1,11
tSM5ptWaRHShopt0KXcD1Q==,2020-11-19,9999-12-31,-34.9075218,-56.1438209,3.0,1.0,1.0,51.0,181000.0,2020,11,1,2,1_2,11
orCUR1tGlL9WVFHtGaWd1g==,2020-11-19,9999-12-31,-34.9075218,-56.1438209,3.0,1.0,1.0,57.0,163000.0,2020,11,1,2,1_2,11
CsoYfK7n6rx6O0x21JjOiw==,2020-11-19,9999-12-31,-34.9075218,-56.1438209,3.0,1.0,1.0,51.0,181000.0,2020,11,1,2,1_2,11
VY+0d/DdXaRuMUEM7rzvWQ==,2020-11-19,9999-12-31,-34.8576174739,-56.0660039128,3.0,2.0,2.0,68.0,370000.0,2020,11,3,4,3_4,11
KGPcLiF7u/rTFhOPPsYHmA==,2020-11-19,9999-12-31,-34.9069289,-56.1547565,3.0,2.0,2.0,70.0,160000.0,2020,11,1,1,1_1,11
DuRBaqzGo9JGtE/muN+/nQ==,2020-11-19,2021-06-08,-34.9216414,-56.1547098,3.0,3.0,3.0,68.0,350000.0,2020,11,0,1,0_1,11
7ux3vy5VQAHBgpVUgAQyLw==,2020-11-19,9999-12-31,-34.914909,-56.1510814,5.0,3.0,3.0,152.0,450000.0,2020,11,0,1,0_1,11
gZDIzlJgEvg/cTE5i+oHUQ==,2020-09-18,9999-12-31,-34.9068332,-56.1733858,1.0,2.0,1.0,46.0,100500.0,2020,9,1,1,1_1,9
0hwH/0tfAfB5Hv6X93vzbw==,2020-09-18,9999-12-31,-34.9073074,-56.1732765,1.0,2.0,1.0,34.0,91500.0,2020,9,1,1,1_1,9
+4Lye2sYut3uvgWf3sSplw==,2020-09-18,2021-05-04,-34.9135023,-56.1502805,3.0,2.0,1.0,68.0,620000.0,2020,9,1,1,1_1,9
8/jHe8W8KZLASXr54JtD3g==,2020-09-18,2020-12-02,-34.8771683,-56.159085,3.0,2.0,1.0,67.0,119000.0,2020,9,2,1,2_1,9
ex10tHl1qGRDzISZ0qxNlg==,2020-09-18,9999-12-31,-34.912037,-56.1918305,3.0,2.0,1.0,47.0,145000.0,2020,9,1,0,1_0,9
