start_date,anio,mes,mes_cont,zona,rooms,bedrooms,bathrooms,surface_total,price,price_per_m2
2020-09-17,2020,9,9,2_1,2.0,2.0,1.0,68.0,139000.0,2044.1176470588234
2020-09-17,2020,9,9,1_1,1.0,2.0,1.0,28.0,93000.0,3321.4285714285716
2020-09-17,2020,9,9,2_1,2.0,1.0,1.0,33.0,96000.0,2909.090909090909
2020-09-17,2020,9,9,2_0,3.0,2.0,1.0,50.0,139000.0,2780.0
2020-09-17,2020,9,9,2_1,3.0,2.0,2.0,65.0,180000.0,2769.230769230769
2020-09-17,2020,9,9,2_2,4.0,3.0,2.0,90.0,165000.0,1833.3333333333333
2020-09-17,2020,9,9,0_1,3.0,3.0,3.0,68.0,590000.0,8676.470588235294
2020-09-17,2020,9,9,1_1,4.0,3.0,2.0,88.0,230000.0,2613.6363636363635
2020-05-19,2020,5,5,0_1,3.0,1.0,1.0,39.0,142000.0,3641.025641025641
2021-03-29,2021,3,15,2_1,3.0,1.0,1.0,46.0,115000.0,2500.0
2021-03-29,2021,3,15,2_2,3.0,2.0,1.0,70.0,169800.0,2425.714285714286
2020-07-19,2020,7,7,1_0,1.0,2.0,1.0,12.0,35000.0,2916.6666666666665
2020-07-19,2020,7,7,1_2,2.0,2.0,2.0,68.0,345000.0,5073.529411764706
2020-07-19,2020,7,7,1_1,4.0,3.0,2.0,75.0,220000.0,2933.3333333333335
2020-12-18,2020,12,12,2_0,3.0,2.0,1.0,60.0,142695.0,2378.25
2020-12-18,2020,12,12,2_0,3.0,2.0,1.0,58.0,138705.0,2391.4655172413795
2020-12-18,2020,12,12,2_0,3.0,2.0,1.0,63.0,146895.0,2331.6666666666665
2020-12-18,2020,12,12,2_0,3.0,2.0,1.0,59.0,124000.0,2101.6949152542375
2020-04-16,2020,4,4,2_4,2.0,1.0,1.0,68.0,250000.0,3676.470588235294
2020-04-16,2020,4,4,2_4,2.0,1.0,1.0,68.0,235000.0,3455.8823529411766
2020-04-16,2020,4,4,2_4,2.0,1.0,1.0,68.0,235000.0,3455.8823529411766
2020-04-16,2020,4,4,0_1,3.0,2.0,1.0,50.0,175000.0,3500.0
2020-04-16,2020,4,4,0_1,2.0,1.0,1.0,68.0,199000.0,2926.470588235294
2020-04-16,2020,4,4,0_1,3.0,3.0,5.0,183.0,850000.0,4644.808743169399
2020-04-16,2020,4,4,0_1,3.0,3.0,5.0,183.0,850000.0,4644.808743169399
2020-06-08,2020,6,6,1_0,3.0,3.0,3.0,68.0,291000.0,4279.411764705882
2020-06-08,2020,6,6,1_0,1.0,2.0,1.0,30.0,85700.0,2856.6666666666665
2020-06-08,2020,6,6,2_2,3.0,2.0,1.0,70.0,190000.0,2714.285714285714
2020-06-08,2020,6,6,1_0,4.0,1.0,1.0,68.0,105000.0,1544.1176470588234
2020-05-16,2020,5,5,1_2,3.0,3.0,2.0,68.0,254000.0,3735.294117647059
2020-05-16,2020,5,5,1_1,3.0,3.0,1.0,62.0,198000.0,3193.548387096774
2020-06-17,2020,6,6,1_2,1.0,2.0,1.0,35.0,115000.0,3285.714285714286
2020-06-17,2020,6,6,1_2,2.0,1.0,1.0,55.0,259560.0,4719.272727272727
2020-06-17,2020,6,6,1_2,3.0,2.0,1.0,67.0,140000.0,2089.5522388059703
2020-06-17,2020,6,6,1_1,3.0,2.0,2.0,100.0,265000.0,2650.0
2020-06-17,2020,6,6,1_0,6.0,5.0,2.0,163.0,325000.0,1993.8650306748466
2020-09-12,2020,9,9,1_1,1.0,2.0,1.0,44.0,110000.0,2500.0
2020-09-12,2020,9,9,1_1,1.0,2.0,1.0,35.0,99000.0,2828.5714285714284
2020-09-12,2020,9,9,1_1,1.0,2.0,1.0,41.0,105000.0,2560.9756097560976
2020-09-12,2020,9,9,1_0,3.0,1.0,1.0,38.0,142000.0,3736.842105263158
2020-09-12,2020,9,9,1_0,3.0,1.0,1.0,38.0,142000.0,3736.842105263158
2020-09-12,2020,9,9,1_1,3.0,1.0,1.0,60.0,160000.0,2666.6666666666665
2020-09-12,2020,9,9,1_1,3.0,1.0,1.0,58.0,149000.0,2568.9655172413795
2020-09-12,2020,9,9,1_1,3.0,1.0,1.0,70.0,160000.0,2285.714285714286
2020-09-12,2020,9,9,1_1,3.0,1.0,1.0,58.0,158000.0,2724.137931034483
2020-09-12,2020,9,9,1_1,3.0,2.0,1.0,77.0,176600.0,2293.5064935064934
2020-09-12,2020,9,9,1_3,4.0,2.0,1.0,61.0,158000.0,2590.1639344262294
2020-09-12,2020,9,9,2_0,3.0,2.0,1.0,68.0,154000.0,2264.705882352941
2020-09-12,2020,9,9,0_1,3.0,2.0,2.0,136.0,641000.0,4713.235294117647
2020-09-12,2020,9,9,1_1,3.0,2.0,1.0,80.0,169900.0,2123.75
2020-09-12,2020,9,9,1_1,3.0,2.0,1.0,102.0,250000.0,2450.9803921568628
2020-09-12,2020,9,9,1_1,5.0,3.0,1.0,85.0,164000.0,1929.4117647058824
2020-09-12,2020,9,9,1_1,5.0,3.0,1.0,94.0,208900.0,2222.340425531915
2020-11-21,2020,11,11,1_0,3.0,2.0,1.0,77.0,170000.0,2207.7922077922076
2020-04-14,2020,4,4,1_2,3.0,1.0,1.0,41.0,150000.0,3658.5365853658536
2020-04-14,2020,4,4,1_2,3.0,2.0,1.0,68.0,230000.0,3382.3529411764707
2020-08-18,2020,8,8,1_2,3.0,1.0,1.0,50.0,277000.0,5540.0
2020-08-18,2020,8,8,1_2,3.0,1.0,1.0,50.0,277000.0,5540.0
2020-08-18,2020,8,8,1_2,3.0,1.0,1.0,50.0,277000.0,5540.0
2020-08-18,2020,8,8,0_1,3.0,3.0,3.0,68.0,900000.0,13235.29411764706
2020-08-18,2020,8,8,1_2,1.0,2.0,1.0,27.0,85000.0,3148.1481481481483
2020-08-18,2020,8,8,2_3,1.0,2.0,1.0,36.0,86625.0,2406.25
2020-08-18,2020,8,8,2_1,3.0,2.0,1.0,58.0,99000.0,1706.896551724138
2020-08-18,2020,8,8,2_3,4.0,3.0,2.0,110.0,280000.0,2545.4545454545455
2020-08-18,2020,8,8,2_3,4.0,3.0,2.0,110.0,280000.0,2545.4545454545455
2020-08-18,2020,8,8,1_1,4.0,3.0,1.0,105.0,295000.0,2809.5238095238096
2021-02-20,2021,2,14,2_2,3.0,2.0,1.0,73.0,179657.0,2461.054794520548
2020-10-12,2020,10,10,1_1,2.0,1.0,1.0,154.0,178000.0,1155.844155844156
2020-10-12,2020,10,10,1_2,3.0,2.0,2.0,85.0,295000.0,3470.5882352941176
2020-05-21,2020,5,5,1_2,3.0,1.0,1.0,50.0,159000.0,3180.0
2020-05-21,2020,5,5,1_2,3.0,3.0,3.0,262.0,1145434.0,4371.885496183206
2020-05-21,2020,5,5,1_2,3.0,1.0,1.0,164.0,369332.0,2252.0243902439024
2020-05-21,2020,5,5,1_2,3.0,3.0,3.0,319.0,1249912.0,3918.219435736677
2020-05-21,2020,5,5,1_1,3.0,2.0,1.0,68.0,189500.0,2786.764705882353
2020-05-21,2020,5,5,1_2,3.0,1.0,1.0,253.0,475978.0,1881.3359683794467
2020-05-21,2020,5,5,1_2,3.0,1.0,1.0,73.0,230118.0,3152.301369863014
2020-05-21,2020,5,5,1_2,3.0,1.0,1.0,101.0,285025.0,2822.029702970297
2020-05-21,2020,5,5,1_2,3.0,1.0,1.0,50.0,154000.0,3080.0
2020-05-21,2020,5,5,1_2,3.0,3.0,3.0,259.0,1113390.0,4298.803088803089
2020-05-21,2020,5,5,1_2,3.0,3.0,3.0,219.0,784980.0,3584.3835616438355
2020-05-21,2020,5,5,1_2,3.0,3.0,3.0,210.0,849212.0,4043.866666666667
2020-05-21,2020,5,5,1_2,3.0,3.0,3.0,274.0,1048680.0,3827.299270072993
2020-05-21,2020,5,5,1_2,3.0,4.0,4.0,671.0,1757120.0,2618.6587183308493
2020-05-21,2020,5,5,1_2,3.0,3.0,3.0,210.0,940044.0,4476.4
2020-05-21,2020,5,5,1_2,3.0,1.0,1.0,47.0,151000.0,3212.7659574468084
2020-05-21,2020,5,5,1_2,3.0,1.0,1.0,68.0,259560.0,3817.0588235294117
2020-05-21,2020,5,5,1_2,3.0,3.0,3.0,259.0,1089935.0,4208.243243243243
2020-05-21,2020,5,5,2_0,1.0,2.0,1.0,35.0,90000.0,2571.4285714285716
2020-05-21,2020,5,5,0_1,1.0,2.0,1.0,68.0,155500.0,2286.764705882353
2020-05-21,2020,5,5,3_1,2.0,1.0,1.0,68.0,90000.0,1323.5294117647059
2020-05-21,2020,5,5,3_1,2.0,1.0,1.0,40.0,100000.0,2500.0
2020-05-21,2020,5,5,2_3,4.0,2.0,1.0,53.0,159000.0,3000.0
2020-05-21,2020,5,5,1_1,4.0,3.0,2.0,107.0,298000.0,2785.0467289719627
2020-05-21,2020,5,5,1_1,5.0,2.0,1.0,68.0,189000.0,2779.4117647058824
2020-10-20,2020,10,10,0_1,2.0,2.0,2.0,110.0,375000.0,3409.090909090909
2020-10-20,2020,10,10,1_1,3.0,1.0,1.0,58.0,165000.0,2844.8275862068967
2020-10-20,2020,10,10,2_2,3.0,2.0,1.0,80.0,128000.0,1600.0
2020-10-20,2020,10,10,1_1,3.0,2.0,1.0,68.0,162500.0,2389.705882352941
2020-10-20,2020,10,10,1_1,3.0,2.0,1.0,57.0,192000.0,3368.4210526315787
2020-10-20,2020,10,10,0_1,4.0,3.0,2.0,218.0,649000.0,2977.064220183486
2020-10-20,2020,10,10,1_1,4.0,3.0,2.0,68.0,330000.0,4852.941176470588
2020-10-20,2020,10,10,1_1,3.0,3.0,1.0,114.0,200000.0,1754.3859649122808
2020-10-20,2020,10,10,1_1,4.0,3.0,2.0,76.0,265000.0,3486.842105263158
2020-10-20,2020,10,10,1_0,7.0,4.0,2.0,210.0,320000.0,1523.8095238095239
2021-02-15,2021,2,14,2_1,3.0,1.0,1.0,30.0,84000.0,2800.0
2021-02-15,2021,2,14,2_1,3.0,2.0,1.0,255.0,130000.0,509.80392156862746
2021-02-15,2021,2,14,1_2,3.0,2.0,2.0,123.0,155000.0,1260.1626016260163
2021-02-15,2021,2,14,1_1,3.0,2.0,2.0,151.0,166000.0,1099.3377483443708
2021-02-15,2021,2,14,0_1,6.0,3.0,4.0,233.0,760000.0,3261.802575107296
2021-02-15,2021,2,14,2_2,3.0,3.0,1.0,65.0,90000.0,1384.6153846153845
2021-02-15,2021,2,14,3_1,3.0,3.0,1.0,70.0,82000.0,1171.4285714285713
2021-02-15,2021,2,14,2_3,3.0,3.0,1.0,66.0,93000.0,1409.090909090909
2021-02-15,2021,2,14,0_1,5.0,3.0,3.0,124.0,310000.0,2500.0
2021-02-15,2021,2,14,0_1,4.0,3.0,3.0,106.0,290000.0,2735.8490566037735
2021-02-15,2021,2,14,1_1,5.0,4.0,1.0,62.0,110000.0,1774.1935483870968
2020-04-27,2020,4,4,1_1,1.0,2.0,1.0,28.0,85000.0,3035.714285714286
2020-04-27,2020,4,4,1_1,1.0,2.0,1.0,30.0,88000.0,2933.3333333333335
2020-04-27,2020,4,4,1_2,4.0,2.0,2.0,68.0,345000.0,5073.529411764706
2021-03-25,2021,3,15,1_2,1.0,2.0,1.0,68.0,130000.0,1911.764705882353
2021-03-25,2021,3,15,1_2,1.0,2.0,1.0,68.0,97800.0,1438.235294117647
2021-03-25,2021,3,15,1_2,4.0,3.0,2.0,97.0,430000.0,4432.98969072165
2021-03-25,2021,3,15,2_1,4.0,3.0,3.0,109.0,290000.0,2660.5504587155965
2021-03-25,2021,3,15,1_0,10.0,3.0,3.0,504.0,650000.0,1289.6825396825398
2020-06-22,2020,6,6,1_2,1.0,2.0,1.0,68.0,127900.0,1880.8823529411766
2020-06-22,2020,6,6,0_1,2.0,1.0,1.0,40.0,149000.0,3725.0
2020-06-22,2020,6,6,1_1,5.0,4.0,3.0,125.0,295000.0,2360.0
2021-04-07,2021,4,16,1_2,1.0,2.0,1.0,42.0,113000.0,2690.4761904761904
2021-04-07,2021,4,16,1_1,2.0,1.0,1.0,50.0,135000.0,2700.0
2020-09-27,2020,9,9,1_0,2.0,1.0,1.0,92.0,170000.0,1847.8260869565217
2020-09-27,2020,9,9,1_0,3.0,2.0,1.0,86.0,195000.0,2267.4418604651164
2020-05-08,2020,5,5,0_1,3.0,2.0,1.0,270.0,1040000.0,3851.8518518518517
2020-05-08,2020,5,5,2_1,3.0,2.0,1.0,73.0,157000.0,2150.6849315068494
2020-05-08,2020,5,5,1_1,3.0,3.0,3.0,121.0,260000.0,2148.7603305785124
2020-07-06,2020,7,7,1_2,3.0,3.0,2.0,166.0,705000.0,4246.987951807229
2020-07-06,2020,7,7,1_2,3.0,3.0,2.0,166.0,705000.0,4246.987951807229
2020-07-06,2020,7,7,1_0,3.0,2.0,1.0,57.0,110000.0,1929.8245614035088
2020-07-06,2020,7,7,1_2,3.0,2.0,2.0,169.0,575000.0,3402.3668639053253
2020-07-06,2020,7,7,1_2,3.0,3.0,3.0,252.0,1250000.0,4960.31746031746
2020-07-06,2020,7,7,1_0,3.0,2.0,1.0,50.0,104000.0,2080.0
2020-07-06,2020,7,7,1_1,3.0,2.0,1.0,68.0,120000.0,1764.7058823529412
2020-07-06,2020,7,7,1_2,3.0,2.0,1.0,68.0,98700.0,1451.4705882352941
2020-07-06,2020,7,7,1_1,3.0,4.0,3.0,130.0,310000.0,2384.6153846153848
2020-07-06,2020,7,7,1_1,3.0,2.0,1.0,68.0,120000.0,1764.7058823529412
2020-07-06,2020,7,7,2_1,2.0,1.0,1.0,26.0,95000.0,3653.846153846154
2020-07-06,2020,7,7,1_1,2.0,1.0,1.0,61.0,135000.0,2213.1147540983607
2020-07-06,2020,7,7,1_1,2.0,1.0,1.0,32.0,96500.0,3015.625
2020-07-06,2020,7,7,1_0,2.0,1.0,1.0,41.0,123000.0,3000.0
2020-07-06,2020,7,7,1_2,2.0,1.0,1.0,50.0,145000.0,2900.0
2020-07-06,2020,7,7,1_0,2.0,1.0,1.0,44.0,126000.0,2863.6363636363635
2020-07-06,2020,7,7,1_0,2.0,1.0,1.0,50.0,138000.0,2760.0
2020-07-06,2020,7,7,1_1,2.0,1.0,1.0,101.0,73000.0,722.7722772277227
2020-07-06,2020,7,7,0_1,2.0,1.0,1.0,66.0,163000.0,2469.6969696969695
2020-07-06,2020,7,7,1_1,2.0,1.0,1.0,56.0,130000.0,2321.4285714285716
2020-07-06,2020,7,7,1_1,2.0,1.0,1.0,37.0,145000.0,3918.9189189189187
2020-07-06,2020,7,7,2_1,3.0,2.0,1.0,52.0,125000.0,2403.846153846154
2020-07-06,2020,7,7,1_0,3.0,2.0,1.0,50.0,135000.0,2700.0
2020-07-06,2020,7,7,1_2,3.0,2.0,1.0,63.0,170000.0,2698.4126984126983
2020-07-06,2020,7,7,2_1,3.0,2.0,1.0,49.0,98000.0,2000.0
2020-07-06,2020,7,7,2_1,3.0,2.0,1.0,75.0,160000.0,2133.3333333333335
2020-07-06,2020,7,7,1_2,3.0,2.0,2.0,66.0,249000.0,3772.7272727272725
2020-07-06,2020,7,7,1_1,3.0,2.0,1.0,70.0,185000.0,2642.8571428571427
2020-07-06,2020,7,7,0_1,3.0,2.0,2.0,89.0,210000.0,2359.550561797753
2020-07-06,2020,7,7,1_2,3.0,2.0,1.0,70.0,200000.0,2857.1428571428573
2020-07-06,2020,7,7,2_2,3.0,2.0,1.0,75.0,170000.0,2266.6666666666665
2020-07-06,2020,7,7,2_2,3.0,2.0,1.0,70.0,190000.0,2714.285714285714
2020-07-06,2020,7,7,3_1,3.0,2.0,1.0,57.0,130000.0,2280.7017543859647
2020-07-06,2020,7,7,1_1,3.0,2.0,2.0,79.0,265000.0,3354.4303797468356
2020-07-06,2020,7,7,1_1,3.0,2.0,1.0,59.0,177000.0,3000.0
2020-07-06,2020,7,7,1_2,3.0,2.0,1.0,40.0,160000.0,4000.0
2020-07-06,2020,7,7,1_1,3.0,2.0,1.0,64.0,225000.0,3515.625
2020-07-06,2020,7,7,2_2,4.0,3.0,2.0,84.0,175000.0,2083.3333333333335
2020-07-06,2020,7,7,1_0,4.0,3.0,2.0,80.0,120000.0,1500.0
2020-07-06,2020,7,7,2_1,4.0,3.0,2.0,100.0,205000.0,2050.0
2020-07-06,2020,7,7,1_0,4.0,3.0,2.0,60.0,120000.0,2000.0
2020-07-06,2020,7,7,1_1,4.0,3.0,1.0,120.0,100000.0,833.3333333333334
2020-07-06,2020,7,7,2_2,4.0,3.0,1.0,97.0,153000.0,1577.319587628866
2020-07-06,2020,7,7,1_2,5.0,4.0,2.0,92.0,198000.0,2152.1739130434785
2020-04-17,2020,4,4,1_1,3.0,2.0,1.0,61.0,165000.0,2704.9180327868853
2020-04-17,2020,4,4,1_1,3.0,2.0,1.0,85.0,173000.0,2035.2941176470588
2020-04-17,2020,4,4,0_1,1.0,2.0,1.0,27.0,88000.0,3259.259259259259
2020-04-17,2020,4,4,1_2,2.0,1.0,1.0,78.0,225000.0,2884.6153846153848
2020-04-17,2020,4,4,0_1,4.0,3.0,2.0,95.0,188000.0,1978.9473684210527
2020-04-17,2020,4,4,0_1,3.0,2.0,2.0,89.0,210000.0,2359.550561797753
2020-05-12,2020,5,5,1_0,4.0,3.0,2.0,90.0,124000.0,1377.7777777777778
2020-04-19,2020,4,4,1_2,3.0,2.0,2.0,94.0,235000.0,2500.0
2021-02-02,2021,2,14,2_2,3.0,2.0,1.0,67.0,194000.0,2895.5223880597014
2021-02-02,2021,2,14,2_1,3.0,2.0,2.0,79.0,220000.0,2784.8101265822784
2021-02-02,2021,2,14,3_0,4.0,3.0,2.0,87.0,250000.0,2873.5632183908046
2021-02-02,2021,2,14,0_1,3.0,3.0,2.0,185.0,590000.0,3189.189189189189
2021-02-21,2021,2,14,1_2,3.0,2.0,1.0,41.0,120000.0,2926.829268292683
2020-12-31,2020,12,12,1_1,3.0,3.0,1.0,68.0,175000.0,2573.529411764706
2021-03-02,2021,3,15,1_2,2.0,2.0,1.0,68.0,125900.0,1851.4705882352941
2021-03-02,2021,3,15,1_2,3.0,2.0,1.0,68.0,235000.0,3455.8823529411766
2021-03-02,2021,3,15,3_0,2.0,1.0,1.0,28.0,120000.0,4285.714285714285
2021-03-02,2021,3,15,1_1,3.0,2.0,2.0,55.0,145000.0,2636.3636363636365
2021-01-23,2021,1,13,1_0,2.0,1.0,1.0,43.0,85000.0,1976.7441860465117
2021-01-23,2021,1,13,1_0,3.0,2.0,1.0,56.0,125000.0,2232.1428571428573
2020-04-30,2020,4,4,2_0,3.0,2.0,1.0,68.0,95000.0,1397.0588235294117
2021-04-11,2021,4,16,1_1,3.0,2.0,1.0,55.0,149000.0,2709.090909090909
2021-04-11,2021,4,16,1_2,4.0,3.0,1.0,65.0,185000.0,2846.153846153846
2020-06-09,2020,6,6,1_3,3.0,2.0,2.0,87.0,228000.0,2620.689655172414
2020-06-09,2020,6,6,1_1,2.0,1.0,1.0,55.0,28000.0,509.09090909090907
2020-06-09,2020,6,6,2_1,4.0,3.0,2.0,104.0,218300.0,2099.0384615384614
2020-06-13,2020,6,6,0_1,3.0,1.0,1.0,68.0,145000.0,2132.3529411764707
2020-06-13,2020,6,6,0_1,3.0,2.0,3.0,130.0,330000.0,2538.4615384615386
2020-06-13,2020,6,6,2_0,3.0,2.0,1.0,61.0,126800.0,2078.688524590164
2020-06-13,2020,6,6,1_1,3.0,2.0,1.0,71.0,145000.0,2042.2535211267605
2020-06-13,2020,6,6,0_1,3.0,2.0,2.0,127.0,440000.0,3464.566929133858
2020-09-25,2020,9,9,1_1,2.0,1.0,1.0,52.0,139000.0,2673.076923076923
2020-09-25,2020,9,9,1_1,2.0,1.0,1.0,67.0,147000.0,2194.0298507462685
2020-09-25,2020,9,9,1_0,3.0,2.0,1.0,58.0,146000.0,2517.2413793103447
2020-09-25,2020,9,9,0_1,3.0,2.0,2.0,68.0,215000.0,3161.764705882353
2020-09-25,2020,9,9,1_0,3.0,2.0,1.0,68.0,139000.0,2044.1176470588234
2020-09-25,2020,9,9,1_1,3.0,2.0,1.0,62.0,144000.0,2322.5806451612902
2020-09-25,2020,9,9,1_1,3.0,2.0,1.0,62.0,139000.0,2241.935483870968
2020-09-25,2020,9,9,1_0,4.0,2.0,1.0,107.0,170000.0,1588.785046728972
2021-02-14,2021,2,14,4_0,3.0,3.0,1.0,64.0,105000.0,1640.625
2021-02-14,2021,2,14,2_1,3.0,3.0,2.0,100.0,189000.0,1890.0
2020-10-13,2020,10,10,1_1,1.0,2.0,1.0,28.0,93000.0,3321.4285714285716
2020-10-13,2020,10,10,2_5,3.0,1.0,1.0,85.0,190000.0,2235.294117647059
2020-10-13,2020,10,10,2_2,3.0,2.0,2.0,63.0,159000.0,2523.809523809524
2020-10-13,2020,10,10,1_1,3.0,2.0,1.0,46.0,118000.0,2565.217391304348
2020-07-25,2020,7,7,2_3,1.0,1.0,1.0,29.0,86625.0,2987.0689655172414
2020-07-25,2020,7,7,2_3,2.0,1.0,1.0,41.0,112414.0,2741.8048780487807
2020-07-25,2020,7,7,1_1,2.0,1.0,1.0,60.0,127544.0,2125.733333333333
2020-07-25,2020,7,7,1_1,1.0,1.0,1.0,51.0,103000.0,2019.6078431372548
2020-07-25,2020,7,7,1_1,3.0,2.0,1.0,61.0,134000.0,2196.72131147541
2020-07-25,2020,7,7,3_1,3.0,2.0,1.0,71.0,145000.0,2042.2535211267605
2020-07-25,2020,7,7,2_3,4.0,3.0,2.0,41.0,200726.0,4895.756097560976
2020-07-25,2020,7,7,1_1,4.0,3.0,2.0,73.0,185040.0,2534.794520547945
2020-07-25,2020,7,7,1_1,5.0,3.0,3.0,190.0,515000.0,2710.5263157894738
2020-07-01,2020,7,7,1_2,3.0,2.0,1.0,68.0,155000.0,2279.4117647058824
2020-07-01,2020,7,7,1_2,3.0,1.0,2.0,68.0,225000.0,3308.823529411765
2020-07-01,2020,7,7,1_0,1.0,2.0,1.0,30.0,60000.0,2000.0
2020-07-01,2020,7,7,1_1,2.0,2.0,1.0,68.0,120000.0,1764.7058823529412
2020-07-01,2020,7,7,1_1,2.0,2.0,1.0,68.0,130000.0,1911.764705882353
2020-07-01,2020,7,7,1_1,3.0,2.0,1.0,75.0,155000.0,2066.6666666666665
2020-07-01,2020,7,7,0_1,3.0,2.0,2.0,75.0,230000.0,3066.6666666666665
2020-07-01,2020,7,7,0_1,3.0,2.0,2.0,75.0,275000.0,3666.6666666666665
2020-07-01,2020,7,7,2_0,4.0,3.0,1.0,53.0,114000.0,2150.943396226415
2020-05-05,2020,5,5,1_1,2.0,1.0,1.0,51.0,145000.0,2843.1372549019607
2020-05-05,2020,5,5,2_4,3.0,2.0,2.0,115.0,320000.0,2782.608695652174
2020-05-05,2020,5,5,1_2,3.0,2.0,1.0,50.0,100000.0,2000.0
2020-05-05,2020,5,5,0_1,5.0,4.0,2.0,102.0,380000.0,3725.4901960784314
2020-05-05,2020,5,5,2_4,3.0,4.0,4.0,68.0,1100000.0,16176.470588235294
2020-11-16,2020,11,11,1_2,1.0,1.0,1.0,41.0,120225.0,2932.317073170732
2020-11-16,2020,11,11,2_0,2.0,1.0,1.0,51.0,129500.0,2539.2156862745096
2020-11-16,2020,11,11,1_0,2.0,1.0,1.0,53.0,125000.0,2358.490566037736
2020-11-16,2020,11,11,1_0,2.0,1.0,1.0,60.0,103844.0,1730.7333333333333
2020-11-16,2020,11,11,2_4,2.0,1.0,1.0,59.0,235000.0,3983.0508474576272
2020-11-16,2020,11,11,1_0,2.0,1.0,1.0,49.0,135000.0,2755.1020408163267
2020-11-16,2020,11,11,1_2,2.0,1.0,1.0,52.0,144900.0,2786.5384615384614
2020-11-16,2020,11,11,1_2,1.0,1.0,1.0,40.0,95904.0,2397.6
2020-11-16,2020,11,11,2_3,1.0,1.0,1.0,36.0,86625.0,2406.25
2020-11-16,2020,11,11,2_3,2.0,1.0,1.0,51.0,108545.0,2128.3333333333335
2020-11-16,2020,11,11,3_2,3.0,2.0,2.0,55.0,106040.0,1928.0
2020-11-16,2020,11,11,2_1,3.0,2.0,2.0,57.0,189000.0,3315.7894736842104
2020-11-16,2020,11,11,1_0,3.0,2.0,1.0,73.0,162000.0,2219.178082191781
2020-11-16,2020,11,11,1_1,3.0,2.0,2.0,93.0,145350.0,1562.9032258064517
2020-11-16,2020,11,11,0_1,3.0,2.0,2.0,114.0,410000.0,3596.4912280701756
2020-11-16,2020,11,11,2_3,3.0,2.0,2.0,99.0,200726.0,2027.5353535353536
2020-11-16,2020,11,11,2_1,3.0,2.0,2.0,57.0,189000.0,3315.7894736842104
2020-11-16,2020,11,11,1_2,3.0,2.0,2.0,115.0,297044.0,2582.991304347826
2020-11-16,2020,11,11,2_3,3.0,2.0,1.0,65.0,148995.0,2292.230769230769
2020-11-16,2020,11,11,1_2,2.0,2.0,1.0,71.0,166950.0,2351.4084507042253
2020-11-16,2020,11,11,2_0,3.0,2.0,2.0,112.0,197211.0,1760.8125
2020-11-16,2020,11,11,1_0,3.0,2.0,1.0,78.0,160000.0,2051.2820512820513
2020-11-16,2020,11,11,2_0,3.0,2.0,2.0,84.0,145000.0,1726.1904761904761
2020-11-16,2020,11,11,1_0,3.0,2.0,1.0,75.0,136928.0,1825.7066666666667
2020-11-16,2020,11,11,1_1,4.0,3.0,2.0,113.0,202000.0,1787.6106194690265
2020-11-16,2020,11,11,1_1,4.0,3.0,2.0,119.0,209695.0,1762.142857142857
2020-11-16,2020,11,11,1_2,3.0,3.0,1.0,126.0,334500.0,2654.7619047619046
2020-11-16,2020,11,11,1_2,4.0,3.0,2.0,177.0,385000.0,2175.141242937853
2020-11-16,2020,11,11,2_4,3.0,3.0,2.0,156.0,370000.0,2371.7948717948716
2020-11-16,2020,11,11,0_1,4.0,3.0,2.0,193.0,575220.0,2980.414507772021
2020-11-16,2020,11,11,2_4,4.0,4.0,3.0,361.0,665000.0,1842.1052631578948
2020-11-16,2020,11,11,1_0,4.0,4.0,2.0,152.0,185040.0,1217.3684210526317
2020-11-16,2020,11,11,0_1,5.0,6.0,4.0,203.0,695000.0,3423.6453201970444
2020-10-18,2020,10,10,2_0,3.0,2.0,1.0,46.0,115000.0,2500.0
2020-10-18,2020,10,10,2_0,3.0,2.0,1.0,123.0,136000.0,1105.6910569105692
2020-11-19,2020,11,11,0_1,1.0,2.0,1.0,38.0,109000.0,2868.4210526315787
2020-11-19,2020,11,11,1_2,3.0,2.0,1.0,36.0,131000.0,3638.8888888888887
2020-11-19,2020,11,11,0_1,3.0,2.0,2.0,68.0,250000.0,3676.470588235294
2020-11-19,2020,11,11,1_2,3.0,2.0,1.0,39.0,121500.0,3115.3846153846152
2020-11-19,2020,11,11,0_1,3.0,1.0,1.0,68.0,182000.0,2676.470588235294
2020-11-19,2020,11,11,1_2,3.0,1.0,1.0,51.0,181000.0,3549.0196078431372
2020-11-19,2020,11,11,1_2,3.0,1.0,1.0,57.0,163000.0,2859.6491228070176
2020-11-19,2020,11,11,1_2,3.0,1.0,1.0,51.0,181000.0,3549.0196078431372
2020-11-19,2020,11,11,3_4,3.0,2.0,2.0,68.0,370000.0,5441.176470588235
2020-11-19,2020,11,11,1_1,3.0,2.0,2.0,70.0,160000.0,2285.714285714286
2020-11-19,2020,11,11,0_1,3.0,3.0,3.0,68.0,350000.0,5147.058823529412
2020-11-19,2020,11,11,0_1,5.0,3.0,3.0,152.0,450000.0,2960.5263157894738
2020-09-18,2020,9,9,1_1,1.0,2.0,1.0,46.0,100500.0,2184.782608695652
2020-09-18,2020,9,9,1_1,1.0,2.0,1.0,34.0,91500.0,2691.176470588235
2020-09-18,2020,9,9,1_1,3.0,2.0,1.0,68.0,620000.0,9117.64705882353
2020-09-18,2020,9,9,2_1,3.0,2.0,1.0,67.0,119000.0,1776.1194029850747
